INIT 128 0 0 X
WRITE 7 5 0 t8FQQ
WRITE 61 1 0 Z
WRITE 9 8 0 7dAYrmQa
WRITE 104 4 0 Ik0P
WRITE 1 1 0 N
WRITE 51 5 0 Gazaa
WRITE 51 7 5 VInfwDB
WRITE 125 1 0 n
WRITE 5 10 0 H4x07tXKXZ
WRITE 93 9 0 cNPr7oEfb
WRITE 19 10 0 0pIHwTytfV
WRITE 23 8 0 bOncXohs
WRITE 28 8 0 2TRx0Hlc
WRITE 38 3 0 kmd
WRITE 47 7 0 IzU0xW1
WRITE 78 10 0 9gXhv8RwuA
WRITE 57 8 0 M7vX8pmQ
WRITE 4 10 0 5myABikKJl
WRITE 70 4 0 fydb
WRITE 97 3 0 y5G
READ 23 2 5 oh
WRITE 17 9 0 pduNgkqdy
WRITE 53 6 0 ZXiLvr
WRITE 73 8 0 8namuRFu
READ 125 1 0 n
READ 104 4 0 Ik0P
WRITE 30 1 0 9
WRITE 111 2 0 JP
READ 57 6 2 vX8pmQ
WRITE 15 8 0 604izU6T
WRITE 43 9 0 knnUIR0ti
WRITE 109 8 0 JqDEfiyF
WRITE 29 10 0 xNdbe1U3yR
WRITE 115 3 0 DCm
WRITE 42 7 0 cRuJ6eA
WRITE 49 10 0 M5Za4NIruf
WRITE 85 3 0 tc7
WRITE 98 4 0 xpT6
WRITE 49 8 10 rOzS4J1P
WRITE 45 2 0 kY
WRITE 0 10 0 ppMQeyW0hv
WRITE 62 8 0 ulpvWsUO
WRITE 106 8 0 fLw3R35G
WRITE 49 1 3 s
WRITE 56 1 0 S
READ 17 1 8 y
WRITE 17 2 4 Q2
READ 9 8 0 7dAYrmQa
WRITE 76 2 0 fN
READ 42 3 4 6eA
WRITE 67 2 0 3m
WRITE 94 10 0 giDWUIcVBH
READ 1 1 0 N
WRITE 100 2 0 Qw
WRITE 57 1 5 j
WRITE 95 2 0 nf
READ 43 5 4 IR0ti
WRITE 89 6 0 vLjkQZ
WRITE 8 2 0 w2
READ 9 5 3 YrmQa
WRITE 60 8 0 adGURNjH
READ 67 2 0 3m
READ 62 2 6 UO
WRITE 46 5 0 lLSTI
WRITE 91 4 0 IUyy
WRITE 88 7 0 VqCjAMa
WRITE 3 5 0 OncI1
WRITE 84 1 0 z
WRITE 45 3 2 9dn
WRITE 79 1 0 F
READ 5 9 0 H4x07tXKX
WRITE 95 1 0 v
READ 79 1 0 F
WRITE 69 8 0 3uc779XY
READ 88 1 6 a
WRITE 114 10 0 Yco1NKqpUy
WRITE 30 3 1 I1m
WRITE 68 9 0 7b22NEfIo
WRITE 44 4 0 kUgG
READ 84 1 0 z
WRITE 14 6 0 0OFHzA
WRITE 52 1 0 i
WRITE 34 9 0 u87aqji5a
READ 34 2 7 5a
WRITE 36 1 0 q
WRITE 22 5 0 D6vjb
READ 42 2 0 cR
WRITE 86 2 0 cW
WRITE 124 8 0 FJD5XCa0
READ 98 1 0 x
READ 15 2 3 iz
READ 62 3 5 sUO
WRITE 102 4 0 4JIv
WRITE 68 10 9 dJcG7VOcOG
WRITE 100 7 0 rgJ0CE1
WRITE 36 4 1 bsCf
WRITE 3 7 5 o64rQFA
WRITE 16 6 0 o12oNM
READ 36 5 0 qbsCf
WRITE 83 1 0 K
WRITE 59 4 0 73jT
WRITE 48 10 0 a6DbyAZtr7
WRITE 3 8 9 fZmDEGFE
READ 73 1 4 u
WRITE 107 4 0 fZlj
WRITE 60 2 6 Hl
WRITE 11 4 0 2AUG
WRITE 89 5 1 GcZvE
WRITE 83 5 1 R9PWP
READ 97 2 1 5G
WRITE 45 4 0 yYNO
WRITE 66 10 0 wvHz6BJmGw
WRITE 74 8 0 CUZckiug
WRITE 108 9 0 dmWNCKL39
READ 28 3 5 Hlc
WRITE 35 2 0 eo
WRITE 105 8 0 Z2fVWzvV
WRITE 5 1 5 j
READ 53 2 1 Xi
WRITE 15 4 2 2Syh
WRITE 87 4 0 2bup
READ 102 3 1 JIv
WRITE 31 5 0 bZoE9
WRITE 42 6 6 w4rY6o
WRITE 9 10 5 QsQNxOjInl
WRITE 2 3 0 CBY
WRITE 24 5 0 n87Qy
READ 30 3 1 I1m
READ 78 2 8 uA
WRITE 120 6 0 1mPkDM
WRITE 6 3 0 60w
WRITE 117 8 0 mnARz9lv
READ 19 2 6 yt
READ 31 1 4 9
WRITE 79 7 0 4XMPM3u
WRITE 79 5 6 7zBKu
READ 86 2 0 cW
READ 117 5 3 Rz9lv
READ 0 1 9 v
READ 95 2 0 vf
WRITE 112 4 0 GapF
WRITE 82 4 0 WNyy
READ 22 4 1 6vjb
WRITE 12 4 0 6g0A
READ 42 1 9 Y
WRITE 18 10 0 XUjRArj2Er
WRITE 69 7 2 W4VH7z8
WRITE 97 4 3 sZVK
WRITE 9 3 0 TEu
WRITE 96 7 0 YAfVcdm
WRITE 23 6 5 JEkaPC
WRITE 71 10 0 zYSdab31pG
WRITE 115 5 0 Z6m8R
READ 88 1 6 a
READ 96 4 3 Vcdm
WRITE 49 10 8 GEZEuu8cRL
READ 17 2 7 dy
WRITE 121 2 0 5U
WRITE 96 3 6 vkO
READ 105 6 0 Z2fVWz
WRITE 50 3 0 UF4
READ 69 2 2 W4
WRITE 58 4 0 wAaC
READ 22 1 4 b
READ 18 1 8 E
WRITE 107 6 0 2w0LAA
WRITE 20 7 0 BoVMn1P
READ 49 7 8 GEZEuu8
WRITE 102 10 0 F2t9hyyW0i
WRITE 84 1 0 x
WRITE 110 2 0 is
WRITE 60 10 6 0kA0qZKsl6
WRITE 98 5 0 XAoOu
WRITE 127 5 0 D9i2D
READ 124 4 4 XCa0
READ 125 1 0 n
READ 3 5 9 fZmDE
READ 117 3 5 9lv
READ 62 1 7 O
READ 30 4 0 9I1m
WRITE 119 5 0 VIHXT
READ 79 6 3 PM37zB
READ 112 2 0 Ga
WRITE 100 10 2 WV3Garr3dU
WRITE 73 4 5 dezp
READ 17 5 4 Q2qdy
WRITE 45 1 4 a
WRITE 107 1 6 P
WRITE 99 1 0 8
WRITE 116 5 0 R3Fo8
WRITE 5 7 7 1k9ioqR
WRITE 8 9 1 5Lz6oNUzn
WRITE 107 3 2 njU
READ 93 3 6 Efb
READ 5 2 12 qR
READ 70 4 0 fydb
WRITE 87 6 1 sNKPYR
READ 76 1 1 N
WRITE 54 8 0 dHyablEa
WRITE 65 3 0 fTk
WRITE 94 4 0 4r49
READ 107 2 5 AP
WRITE 98 3 5 EIE
WRITE 28 5 4 gj6ms
WRITE 107 5 4 8zrqs
WRITE 53 1 0 W
WRITE 8 7 7 00VZmi9
WRITE 126 2 0 wk
WRITE 114 5 7 3iUkd
WRITE 37 2 0 Az
WRITE 67 3 0 k8Z
READ 114 3 1 co1
WRITE 17 7 7 rr5fZ9b
READ 66 7 2 Hz6BJmG
WRITE 59 9 2 MfDlrq8xd
READ 95 1 1 f
WRITE 103 9 0 eghrwY8bt
WRITE 92 1 0 B
READ 30 4 0 9I1m
WRITE 70 7 3 UY77Nds
WRITE 28 6 1 zLrrNA
WRITE 13 1 0 w
READ 93 2 7 fb
WRITE 96 8 9 aj3n7kqm
WRITE 19 9 3 JtbtOA1Gs
WRITE 17 5 7 JAtYE
WRITE 43 10 8 cgsvHayo9k
WRITE 117 7 3 ca2ey6P
WRITE 6 5 1 Ybil4
WRITE 26 3 0 z1y
READ 7 1 3 Q
WRITE 27 5 0 lIn9G
WRITE 94 2 0 P4
READ 59 5 4 Dlrq8
WRITE 32 9 0 fcM9SgPaQ
READ 109 8 0 JqDEfiyF
WRITE 95 10 0 3X4keQenpE
WRITE 72 3 0 0BX
READ 36 3 1 bsC
WRITE 41 4 0 wBO2
WRITE 104 6 4 2RPKGh
WRITE 82 4 2 dLdU
WRITE 114 3 2 4dS
WRITE 109 6 4 akLYth
WRITE 56 2 0 83
WRITE 65 4 3 60uS
WRITE 61 2 0 4K
READ 24 1 0 n
READ 8 10 0 w5Lz6oN00V
WRITE 5 1 5 p
READ 125 1 0 n
WRITE 75 4 0 IaIv
READ 83 1 5 P
WRITE 7 2 5 dY
WRITE 58 3 1 upG
WRITE 96 7 4 BibhpmM
WRITE 61 9 2 0zNNSdPGq
WRITE 27 10 1 zwaJHtX1jV
READ 59 6 4 Dlrq8x
READ 15 3 3 Syh
WRITE 33 9 0 9dou1DoDU
READ 14 5 0 0OFHz
READ 103 4 0 eghr
WRITE 101 5 0 sd5ep
DISKFAIL 4 0 0 X
WRITE 85 6 1 y08irD
WRITE 93 9 0 Z5epMlz6m
WRITE 84 5 1 OgXh6
WRITE 55 10 0 5eky9ioUmQ
WRITE 14 9 4 L6XDw3PBQ
WRITE 81 5 0 iODRm
READ 125 1 0 n
READ 51 6 0 GazaaV
READ 119 3 2 HXT
WRITE 23 2 9 K2
READ 117 1 8 6
WRITE 123 2 0 Gq
WRITE 86 6 2 nkwIwG
READ 43 9 6 0tcgsvHay
WRITE 58 9 0 ItVJZ7yNe
WRITE 22 3 5 hYt
WRITE 108 2 8 2H
WRITE 20 9 0 rMxOwgM0c
WRITE 50 5 0 tjNh7
WRITE 37 5 2 wGQmn
READ 101 2 3 ep
READ 12 4 0 6g0A
READ 107 7 2 nj8zrqs
READ 119 2 3 XT
WRITE 98 6 3 vkuPBJ
WRITE 30 8 2 1sYTZcy7
READ 60 2 14 l6
WRITE 118 3 0 1lQ
READ 123 2 0 Gq
WRITE 34 8 5 Tttg5sfd
WRITE 22 2 4 ZX
READ 38 1 2 d
WRITE 92 5 0 8LAUZ
WRITE 50 1 0 C
WRITE 42 4 8 ZnER
READ 17 5 9 tYE9b
WRITE 81 9 4 Ivie2ruyb
READ 0 9 1 pMQeyW0hv
READ 85 4 3 8irD
WRITE 59 7 3 RBGGqFZ
WRITE 33 7 8 j9HlDkD
READ 126 1 1 k
WRITE 121 3 2 zoy
READ 95 1 9 E
READ 99 1 0 8
WRITE 65 1 5 H
READ 37 1 6 n
WRITE 52 8 1 EeIWoVU7
WRITE 77 2 0 eN
WRITE 2 6 3 oOySZ5
WRITE 56 10 1 sqoIO2LsTY
READ 111 1 1 P
READ 16 5 1 12oNM
WRITE 95 8 2 0ePxUaS9
WRITE 87 3 6 mfN
WRITE 68 3 6 8W5
READ 107 3 6 rqs
READ 119 1 4 T
WRITE 27 5 4 s7mYs
READ 79 6 3 PM37zB
READ 109 5 2 DEakL
WRITE 18 8 0 rdl5JSvM
WRITE 93 8 1 LqR3y0sc
WRITE 112 9 4 9drQFWYeH
READ 114 2 1 c4
WRITE 1 9 1 kEBE7mFdg
READ 61 1 10 q
READ 11 3 1 AUG
READ 13 1 0 w
WRITE 90 4 0 cYLW
READ 7 1 6 Y
WRITE 80 5 0 X2zW5
READ 73 1 3 m
WRITE 3 3 16 Qvl
WRITE 63 3 0 Tfo
WRITE 107 10 3 YkSlxsOMTZ
READ 14 1 12 Q
WRITE 22 8 0 A2tHgizA
WRITE 57 7 3 jDWhsCe
WRITE 0 7 3 PBsW5Dl
WRITE 79 9 6 dao8YI7EK
READ 7 2 5 dY
WRITE 94 2 5 8S
READ 87 7 2 NKPYmfN
READ 37 6 1 zwGQmn
READ 67 2 1 8Z
WRITE 37 1 2 P
WRITE 67 4 3 Nmnh
WRITE 8 6 7 ESsamI
WRITE 83 3 0 7Zp
READ 31 1 3 E
WRITE 77 1 2 2
WRITE 54 7 2 PDXRQg8
READ 9 3 12 Inl
READ 43 3 2 nUI
READ 27 1 1 z
WRITE 107 6 11 Vu8tyJ
WRITE 106 2 2 J9
WRITE 93 7 7 CkFEcFF
READ 54 3 4 XRQ
READ 117 3 7 y6P
READ 97 3 2 GsZ
WRITE 33 6 7 tSOYIH
READ 102 4 6 yW0i
WRITE 54 9 3 q1ZTWmk1R
WRITE 108 3 10 RpL
WRITE 22 1 0 g
READ 23 3 8 aK2
READ 114 4 8 iUkd
WRITE 19 5 1 r7WuA
WRITE 6 2 4 Sr
READ 120 4 2 PkDM
READ 81 8 3 RIvie2ru
WRITE 119 1 1 6
READ 86 4 0 cWnk
