INIT 128 0 0 X
WRITE 8 9 0 haFUxsAVr
WRITE 116 10 0 nsmnYy7ACp
WRITE 97 2 0 K5
WRITE 89 5 0 2g4EI
WRITE 62 5 0 MdJLR
WRITE 24 9 0 Ph6SijRFT
WRITE 113 10 0 A4q7aILp8r
WRITE 127 10 0 kUGTpLmBiP
WRITE 104 7 0 zIniJEl
WRITE 103 3 0 rqN
WRITE 70 6 0 XfC4R1
WRITE 106 8 0 PVj24KBC
WRITE 89 5 3 xIe94
WRITE 0 1 0 e
WRITE 94 3 0 j4z
WRITE 95 7 0 gQsO2bT
WRITE 117 6 0 0kUT4N
WRITE 15 6 0 3sFyD1
WRITE 72 10 0 fuYT9I2Lw5
WRITE 16 7 0 AAtQE2W
WRITE 2 4 0 q6eC
WRITE 103 10 1 WHYbcxs3Gp
READ 113 5 2 q7aIL
WRITE 21 7 0 7dHMAs8
READ 2 1 3 C
WRITE 51 8 0 3MF0rrb4
WRITE 60 6 0 0YC2yi
WRITE 46 1 0 6
WRITE 54 10 0 eooiIOGJxf
WRITE 66 7 0 LZYIfNq
WRITE 99 1 0 a
WRITE 110 6 0 TISkjW
WRITE 2 8 2 zoOODsds
READ 46 1 0 6
WRITE 83 7 0 tngPC4z
WRITE 87 1 0 Q
WRITE 44 4 0 LVNj
WRITE 100 4 0 SAES
READ 54 1 9 f
WRITE 9 8 0 6abKRl6U
WRITE 12 2 0 oL
WRITE 42 7 0 pWdpVac
WRITE 125 5 0 9zy75
WRITE 53 5 0 nnEEf
WRITE 64 5 0 pgvq0
WRITE 88 7 0 QI9Wya7
WRITE 22 5 0 0XPZN
WRITE 10 10 0 v6xPEL4oeT
WRITE 13 3 0 YC6
WRITE 71 6 0 4VI1SR
READ 0 1 0 e
WRITE 42 4 2 7b1A
WRITE 90 9 0 B4IEbL9m7
WRITE 105 8 0 zyV9WMOP
WRITE 80 8 0 BLyyFvtc
WRITE 48 9 0 QzPvddYqD
WRITE 94 5 3 uFPvi
WRITE 115 4 0 iaql
WRITE 120 8 0 rZgMDXei
WRITE 58 8 0 pQgynsas
WRITE 77 1 0 d
WRITE 76 10 0 431T33WL9S
WRITE 41 5 0 WwM3Y
READ 127 6 4 pLmBiP
WRITE 60 9 6 XV01Rhset
WRITE 124 9 0 uoVAGehEZ
WRITE 102 9 0 SKzJ6Pqhd
WRITE 63 4 0 IXsz
WRITE 82 1 0 t
WRITE 47 9 0 JZZJjK19i
WRITE 86 9 0 g1S5GNQxA
READ 127 7 1 UGTpLmB
READ 82 1 0 t
WRITE 98 10 0 sTXZ4gWuiq
WRITE 96 4 0 Dpiy
READ 113 5 1 4q7aI
WRITE 50 5 0 Y5BKN
WRITE 127 1 6 b
WRITE 85 4 0 aCKq
WRITE 107 7 0 lqp1kmB
WRITE 4 6 0 YkiQVZ
WRITE 72 3 3 wlu
WRITE 68 1 0 5
WRITE 33 4 0 FI1W
WRITE 112 3 0 G2U
READ 125 3 2 y75
WRITE 68 3 0 b9t
WRITE 107 9 2 W8Na4KBNJ
WRITE 43 9 0 hSPhpy8DG
WRITE 27 10 0 PQP0EdZuGv
READ 125 3 2 y75
WRITE 114 6 0 xnpLT2
WRITE 49 10 0 NvUiN533PE
READ 94 2 2 zu
WRITE 118 8 0 91xEDzsp
WRITE 107 10 7 5VSRIBdg7H
READ 113 1 1 4
READ 15 2 2 Fy
WRITE 85 7 4 3KXeTq1
WRITE 42 8 1 WNHBETX5
READ 96 2 2 iy
READ 43 2 7 DG
WRITE 54 3 0 IzX
WRITE 107 3 2 4ad
WRITE 19 6 0 wMQQDl
READ 96 4 0 Dpiy
WRITE 3 9 0 NCSJeK4im
READ 127 6 2 GTpLbB
READ 9 3 1 abK
WRITE 7 3 0 Xmg
READ 89 2 1 g4
WRITE 116 3 5 Fqs
WRITE 2 3 0 DNx
WRITE 39 1 0 0
WRITE 124 3 5 IUl
WRITE 56 9 0 BFmLtsnSL
WRITE 122 9 0 LAXdsIQRq
READ 63 2 2 sz
WRITE 93 6 0 HFD7Wy
WRITE 26 1 0 1
WRITE 46 3 0 EoY
READ 3 1 8 m
READ 19 2 4 Dl
READ 49 2 4 N5
WRITE 74 1 0 M
READ 39 1 0 0
WRITE 17 5 0 yKLIX
WRITE 6 8 0 Pus9wqwY
WRITE 97 10 0 NMjpkYrZ8P
READ 58 2 6 as
READ 127 2 1 UG
READ 62 3 2 JLR
WRITE 64 7 3 5ycNPDk
WRITE 96 1 4 R
WRITE 40 9 0 Ty7cOVvfB
READ 93 2 2 D7
READ 48 1 8 D
WRITE 83 5 0 XKXws
WRITE 1 1 0 Y
WRITE 47 4 6 dMOR
READ 102 4 4 6Pqh
WRITE 61 4 0 IfLd
WRITE 69 2 0 H5
READ 68 1 2 t
WRITE 34 4 0 03Qe
WRITE 111 10 0 vG0gWHwho3
WRITE 55 1 0 Q
WRITE 45 5 0 2EPbb
WRITE 13 2 0 Ze
WRITE 23 4 0 2R1d
READ 90 3 6 9m7
WRITE 64 3 0 gYz
READ 83 1 6 z
WRITE 33 9 2 g9fpHCSxf
WRITE 113 10 8 XwOGs0jTxC
READ 27 1 9 v
READ 87 1 0 Q
WRITE 68 10 3 8fISAeubap
WRITE 29 7 0 tTtc5ZW
READ 22 3 2 PZN
WRITE 35 3 0 PWP
WRITE 96 7 0 NIrZowc
WRITE 11 4 0 eZGI
READ 15 2 0 3s
READ 11 4 0 eZGI
WRITE 123 9 0 1g0wMYyw7
WRITE 65 6 0 PqPL4m
READ 112 3 0 G2U
WRITE 14 7 0 Kc6pndd
READ 3 2 3 Je
WRITE 47 9 3 eNlF6F6HG
WRITE 124 9 8 CfHYgEEmt
WRITE 18 10 0 wZp0xJtPpW
READ 44 4 0 LVNj
WRITE 115 9 1 dsq4e2gsm
READ 33 2 3 9f
READ 42 8 1 WNHBETX5
WRITE 79 8 0 nn7awmVn
READ 70 2 3 4R
WRITE 59 5 0 ChUfq
READ 98 6 4 4gWuiq
READ 100 3 1 AES
WRITE 105 2 4 59
WRITE 61 1 1 T
WRITE 38 5 0 cjqVB
READ 53 1 1 n
READ 51 5 3 0rrb4
READ 120 2 6 ei
READ 93 2 4 Wy
WRITE 7 7 0 CtRhSjK
WRITE 20 8 0 A9zFU8U8
READ 6 3 0 Pus
READ 51 6 0 3MF0rr
WRITE 55 9 1 Guusp5rIj
READ 12 2 0 oL
WRITE 20 8 0 lBXlWXZQ
WRITE 43 3 5 Xnw
WRITE 125 10 4 RA4CoP4qxM
WRITE 121 4 0 Qlvb
WRITE 49 10 4 OKavuKM5QO
READ 60 7 8 01Rhset
WRITE 122 9 8 aQZw0HELT
READ 19 4 2 QQDl
READ 13 3 0 Ze6
WRITE 70 6 4 muzfLC
WRITE 44 10 0 RpB2i4CVrk
READ 70 1 4 m
READ 29 2 5 ZW
WRITE 39 10 0 UwX64yl1zv
WRITE 37 8 0 IfpvJ3BQ
WRITE 122 10 12 l6pUn91mQ8
WRITE 33 9 6 fg7SRKAUE
WRITE 43 10 7 dM3fSNtLj5
READ 2 1 8 d
WRITE 33 6 1 UzaTV6
WRITE 2 10 9 Gbl0CZwwvl
WRITE 11 1 1 3
READ 26 1 0 1
READ 51 3 5 rb4
WRITE 81 2 0 cI
WRITE 73 3 0 tyj
READ 0 1 0 e
WRITE 121 6 2 J7FP39
READ 114 1 1 n
WRITE 10 8 2 RKpObG8u
WRITE 83 4 3 6gMH
WRITE 75 7 0 ZAuC0st
READ 96 5 2 rZowc
READ 116 4 3 nYFq
READ 47 1 11 G
READ 102 4 5 Pqhd
WRITE 56 9 6 SR6QtTgq6
WRITE 120 9 0 7VpztCWDN
READ 118 7 0 91xEDzs
READ 73 1 2 j
WRITE 74 1 0 z
WRITE 23 9 0 dexNSSb9i
WRITE 125 9 0 h4qzyYTzR
READ 105 3 5 9OP
WRITE 39 1 4 o
WRITE 55 2 8 bJ
WRITE 126 5 0 loDLW
WRITE 97 9 8 AJGay7P6T
WRITE 12 9 2 D3QQ8KTxQ
WRITE 79 6 5 rxSw7S
READ 86 4 5 NQxA
WRITE 67 6 0 dcZzx5
WRITE 30 6 0 QUPeHz
WRITE 121 7 0 qKP2zEw
WRITE 5 4 0 RnOx
WRITE 71 7 3 HKgIQJY
READ 1 1 0 Y
WRITE 109 8 0 MGPUuo7l
WRITE 8 3 4 Xsm
WRITE 42 8 0 bakpxLYI
WRITE 91 1 0 q
READ 18 5 2 p0xJt
READ 58 2 6 as
READ 83 4 3 6gMH
READ 125 5 9 P4qxM
WRITE 113 6 13 PhnY2j
READ 96 3 4 owc
WRITE 98 10 6 CPj84nyWUC
WRITE 80 2 5 nO
WRITE 32 5 0 Wtl07
READ 26 1 0 1
READ 39 5 5 yl1zv
WRITE 52 2 0 LZ
WRITE 81 8 2 FD0suBeP
READ 124 9 3 AGIUlCfHY
WRITE 42 2 1 lE
WRITE 42 8 8 7vGvMQxx
READ 98 8 1 TXZ4gCPj
READ 12 4 6 8KTx
WRITE 97 3 1 tEz
READ 7 7 0 CtRhSjK
READ 26 1 0 1
WRITE 14 5 5 jVVOn
WRITE 11 8 3 zUg1WLD4
WRITE 73 2 1 F8
READ 117 2 4 4N
READ 70 2 8 LC
READ 69 1 0 H
READ 72 9 1 uYwlu2Lw5
READ 21 3 3 MAs
WRITE 117 8 1 HDIpE2Xg
READ 111 3 5 Hwh
